filename,slide_name,path,class,x_coord,y_coord,tissue_mask,nuclei_mask,unique_mask_indices,class_prc,weight
training_set_primary_roi_051_img_patch_576_576.png,training_set_primary_roi_051,../dataset/patches/images/training_set_primary_roi_051_img_patch_576_576.png,2,576,576,../dataset/patches/tissue_mask/training_set_primary_roi_051_tissue_patch_576_576.png,../dataset/patches/nuclei_mask/training_set_primary_roi_051_nuclei_patch_576_576.png,[2 3],[ 8.4 10.8],687.9194630872485
training_set_metastatic_roi_085_img_patch_192_0.png,training_set_metastatic_roi_085,../dataset/patches/images/training_set_metastatic_roi_085_img_patch_192_0.png,3,192,0,../dataset/patches/tissue_mask/training_set_metastatic_roi_085_tissue_patch_192_0.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_085_nuclei_patch_192_0.png,[1 2],[17.5  4.3],168.23963890028725
training_set_primary_roi_101_img_patch_192_576.png,training_set_primary_roi_101,../dataset/patches/images/training_set_primary_roi_101_img_patch_192_576.png,1,192,576,../dataset/patches/tissue_mask/training_set_primary_roi_101_tissue_patch_192_576.png,../dataset/patches/nuclei_mask/training_set_primary_roi_101_nuclei_patch_192_576.png,[1 2 3],[3.3 1.5 5.3],584.8787446504992
training_set_metastatic_roi_002_img_patch_768_768.png,training_set_metastatic_roi_002,../dataset/patches/images/training_set_metastatic_roi_002_img_patch_768_768.png,3,768,768,../dataset/patches/tissue_mask/training_set_metastatic_roi_002_tissue_patch_768_768.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_002_nuclei_patch_768_768.png,[1 2 3],[25.3  1.7  1.1],168.23963890028725
training_set_primary_roi_028_img_patch_0_384.png,training_set_primary_roi_028,../dataset/patches/images/training_set_primary_roi_028_img_patch_0_384.png,3,0,384,../dataset/patches/tissue_mask/training_set_primary_roi_028_tissue_patch_0_384.png,../dataset/patches/nuclei_mask/training_set_primary_roi_028_nuclei_patch_0_384.png,[1 2],[33.5  2.3],168.23963890028725
training_set_primary_roi_065_img_patch_0_0.png,training_set_primary_roi_065,../dataset/patches/images/training_set_primary_roi_065_img_patch_0_0.png,3,0,0,../dataset/patches/tissue_mask/training_set_primary_roi_065_tissue_patch_0_0.png,../dataset/patches/nuclei_mask/training_set_primary_roi_065_nuclei_patch_0_0.png,[1 2 3],[19.7  1.2  3.8],168.23963890028725
training_set_metastatic_roi_028_img_patch_384_384.png,training_set_metastatic_roi_028,../dataset/patches/images/training_set_metastatic_roi_028_img_patch_384_384.png,2,384,384,../dataset/patches/tissue_mask/training_set_metastatic_roi_028_tissue_patch_384_384.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_028_nuclei_patch_384_384.png,[1 2 3],[15.4  8.1  0.3],687.9194630872485
training_set_primary_roi_081_img_patch_0_576.png,training_set_primary_roi_081,../dataset/patches/images/training_set_primary_roi_081_img_patch_0_576.png,3,0,576,../dataset/patches/tissue_mask/training_set_primary_roi_081_tissue_patch_0_576.png,../dataset/patches/nuclei_mask/training_set_primary_roi_081_nuclei_patch_0_576.png,[1 2 3],[41.   4.3  0.2],168.23963890028725
training_set_primary_roi_070_img_patch_384_768.png,training_set_primary_roi_070,../dataset/patches/images/training_set_primary_roi_070_img_patch_384_768.png,2,384,768,../dataset/patches/tissue_mask/training_set_primary_roi_070_tissue_patch_384_768.png,../dataset/patches/nuclei_mask/training_set_primary_roi_070_nuclei_patch_384_768.png,[1 2 3],[12.3  4.1  6.2],687.9194630872485
training_set_metastatic_roi_103_img_patch_0_768.png,training_set_metastatic_roi_103,../dataset/patches/images/training_set_metastatic_roi_103_img_patch_0_768.png,3,0,768,../dataset/patches/tissue_mask/training_set_metastatic_roi_103_tissue_patch_0_768.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_103_nuclei_patch_0_768.png,[1 3],[18.4  0.8],168.23963890028725
training_set_primary_roi_006_img_patch_192_192.png,training_set_primary_roi_006,../dataset/patches/images/training_set_primary_roi_006_img_patch_192_192.png,3,192,192,../dataset/patches/tissue_mask/training_set_primary_roi_006_tissue_patch_192_192.png,../dataset/patches/nuclei_mask/training_set_primary_roi_006_nuclei_patch_192_192.png,[1 2],[16.9  0.6],168.23963890028725
training_set_primary_roi_037_img_patch_576_768.png,training_set_primary_roi_037,../dataset/patches/images/training_set_primary_roi_037_img_patch_576_768.png,1,576,768,../dataset/patches/tissue_mask/training_set_primary_roi_037_tissue_patch_576_768.png,../dataset/patches/nuclei_mask/training_set_primary_roi_037_nuclei_patch_576_768.png,[2 3],[4.9 4.8],584.8787446504992
training_set_primary_roi_015_img_patch_192_576.png,training_set_primary_roi_015,../dataset/patches/images/training_set_primary_roi_015_img_patch_192_576.png,3,192,576,../dataset/patches/tissue_mask/training_set_primary_roi_015_tissue_patch_192_576.png,../dataset/patches/nuclei_mask/training_set_primary_roi_015_nuclei_patch_192_576.png,[1 2 3],[24.3  0.8  1.4],168.23963890028725
training_set_primary_roi_089_img_patch_768_0.png,training_set_primary_roi_089,../dataset/patches/images/training_set_primary_roi_089_img_patch_768_0.png,4,768,0,../dataset/patches/tissue_mask/training_set_primary_roi_089_tissue_patch_768_0.png,../dataset/patches/nuclei_mask/training_set_primary_roi_089_nuclei_patch_768_0.png,[1 3],[4.8 5.1],1443.6619718309855
training_set_primary_roi_018_img_patch_0_384.png,training_set_primary_roi_018,../dataset/patches/images/training_set_primary_roi_018_img_patch_0_384.png,1,0,384,../dataset/patches/tissue_mask/training_set_primary_roi_018_tissue_patch_0_384.png,../dataset/patches/nuclei_mask/training_set_primary_roi_018_nuclei_patch_0_384.png,[1 2 3],[20.5  0.2  3.8],584.8787446504992
training_set_metastatic_roi_024_img_patch_0_0.png,training_set_metastatic_roi_024,../dataset/patches/images/training_set_metastatic_roi_024_img_patch_0_0.png,3,0,0,../dataset/patches/tissue_mask/training_set_metastatic_roi_024_tissue_patch_0_0.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_024_nuclei_patch_0_0.png,[1],[24.],168.23963890028725
training_set_metastatic_roi_067_img_patch_384_0.png,training_set_metastatic_roi_067,../dataset/patches/images/training_set_metastatic_roi_067_img_patch_384_0.png,3,384,0,../dataset/patches/tissue_mask/training_set_metastatic_roi_067_tissue_patch_384_0.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_067_nuclei_patch_384_0.png,[1 2 3],[20.5 15.3  1.7],168.23963890028725
training_set_primary_roi_101_img_patch_192_768.png,training_set_primary_roi_101,../dataset/patches/images/training_set_primary_roi_101_img_patch_192_768.png,1,192,768,../dataset/patches/tissue_mask/training_set_primary_roi_101_tissue_patch_192_768.png,../dataset/patches/nuclei_mask/training_set_primary_roi_101_nuclei_patch_192_768.png,[2 3],[ 6.5 13.9],584.8787446504992
training_set_primary_roi_063_img_patch_0_576.png,training_set_primary_roi_063,../dataset/patches/images/training_set_primary_roi_063_img_patch_0_576.png,3,0,576,../dataset/patches/tissue_mask/training_set_primary_roi_063_tissue_patch_0_576.png,../dataset/patches/nuclei_mask/training_set_primary_roi_063_nuclei_patch_0_576.png,[1],[20.1],168.23963890028725
training_set_metastatic_roi_006_img_patch_384_192.png,training_set_metastatic_roi_006,../dataset/patches/images/training_set_metastatic_roi_006_img_patch_384_192.png,3,384,192,../dataset/patches/tissue_mask/training_set_metastatic_roi_006_tissue_patch_384_192.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_006_nuclei_patch_384_192.png,[1],[16.3],168.23963890028725
training_set_metastatic_roi_076_img_patch_768_0.png,training_set_metastatic_roi_076,../dataset/patches/images/training_set_metastatic_roi_076_img_patch_768_0.png,3,768,0,../dataset/patches/tissue_mask/training_set_metastatic_roi_076_tissue_patch_768_0.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_076_nuclei_patch_768_0.png,[1 2],[6.9 1.7],168.23963890028725
training_set_primary_roi_061_img_patch_192_768.png,training_set_primary_roi_061,../dataset/patches/images/training_set_primary_roi_061_img_patch_192_768.png,4,192,768,../dataset/patches/tissue_mask/training_set_primary_roi_061_tissue_patch_192_768.png,../dataset/patches/nuclei_mask/training_set_primary_roi_061_nuclei_patch_192_768.png,[1 3],[ 6.3 20.2],1443.6619718309855
training_set_metastatic_roi_073_img_patch_576_576.png,training_set_metastatic_roi_073,../dataset/patches/images/training_set_metastatic_roi_073_img_patch_576_576.png,3,576,576,../dataset/patches/tissue_mask/training_set_metastatic_roi_073_tissue_patch_576_576.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_073_nuclei_patch_576_576.png,[1 2 3],[22.1  0.6  0.4],168.23963890028725
training_set_primary_roi_041_img_patch_768_192.png,training_set_primary_roi_041,../dataset/patches/images/training_set_primary_roi_041_img_patch_768_192.png,1,768,192,../dataset/patches/tissue_mask/training_set_primary_roi_041_tissue_patch_768_192.png,../dataset/patches/nuclei_mask/training_set_primary_roi_041_nuclei_patch_768_192.png,[1 2 3],[0.8 7.7 9.2],584.8787446504992
training_set_primary_roi_090_img_patch_576_192.png,training_set_primary_roi_090,../dataset/patches/images/training_set_primary_roi_090_img_patch_576_192.png,3,576,192,../dataset/patches/tissue_mask/training_set_primary_roi_090_tissue_patch_576_192.png,../dataset/patches/nuclei_mask/training_set_primary_roi_090_nuclei_patch_576_192.png,[1 3],[19.6  0.4],168.23963890028725
training_set_metastatic_roi_072_img_patch_192_576.png,training_set_metastatic_roi_072,../dataset/patches/images/training_set_metastatic_roi_072_img_patch_192_576.png,2,192,576,../dataset/patches/tissue_mask/training_set_metastatic_roi_072_tissue_patch_192_576.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_072_nuclei_patch_192_576.png,[1 2 3],[ 9.8  5.  10.8],687.9194630872485
training_set_metastatic_roi_069_img_patch_384_768.png,training_set_metastatic_roi_069,../dataset/patches/images/training_set_metastatic_roi_069_img_patch_384_768.png,3,384,768,../dataset/patches/tissue_mask/training_set_metastatic_roi_069_tissue_patch_384_768.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_069_nuclei_patch_384_768.png,[1],[29.8],168.23963890028725
training_set_primary_roi_010_img_patch_0_0.png,training_set_primary_roi_010,../dataset/patches/images/training_set_primary_roi_010_img_patch_0_0.png,2,0,0,../dataset/patches/tissue_mask/training_set_primary_roi_010_tissue_patch_0_0.png,../dataset/patches/nuclei_mask/training_set_primary_roi_010_nuclei_patch_0_0.png,[1 2 3],[5.6 1.8 9.5],687.9194630872485
training_set_metastatic_roi_088_img_patch_192_0.png,training_set_metastatic_roi_088,../dataset/patches/images/training_set_metastatic_roi_088_img_patch_192_0.png,3,192,0,../dataset/patches/tissue_mask/training_set_metastatic_roi_088_tissue_patch_192_0.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_088_nuclei_patch_192_0.png,[1 2 3],[13.9  2.7  0.3],168.23963890028725
training_set_primary_roi_005_img_patch_192_768.png,training_set_primary_roi_005,../dataset/patches/images/training_set_primary_roi_005_img_patch_192_768.png,3,192,768,../dataset/patches/tissue_mask/training_set_primary_roi_005_tissue_patch_192_768.png,../dataset/patches/nuclei_mask/training_set_primary_roi_005_nuclei_patch_192_768.png,[1 2],[12.9  0.2],168.23963890028725
training_set_primary_roi_041_img_patch_576_576.png,training_set_primary_roi_041,../dataset/patches/images/training_set_primary_roi_041_img_patch_576_576.png,3,576,576,../dataset/patches/tissue_mask/training_set_primary_roi_041_tissue_patch_576_576.png,../dataset/patches/nuclei_mask/training_set_primary_roi_041_nuclei_patch_576_576.png,[1 3],[24.4  3.9],168.23963890028725
training_set_primary_roi_011_img_patch_576_768.png,training_set_primary_roi_011,../dataset/patches/images/training_set_primary_roi_011_img_patch_576_768.png,4,576,768,../dataset/patches/tissue_mask/training_set_primary_roi_011_tissue_patch_576_768.png,../dataset/patches/nuclei_mask/training_set_primary_roi_011_nuclei_patch_576_768.png,[3],[22.6],1443.6619718309855
training_set_primary_roi_083_img_patch_0_192.png,training_set_primary_roi_083,../dataset/patches/images/training_set_primary_roi_083_img_patch_0_192.png,3,0,192,../dataset/patches/tissue_mask/training_set_primary_roi_083_tissue_patch_0_192.png,../dataset/patches/nuclei_mask/training_set_primary_roi_083_nuclei_patch_0_192.png,[1 2 3],[19.3  1.4  8.4],168.23963890028725
training_set_metastatic_roi_006_img_patch_384_768.png,training_set_metastatic_roi_006,../dataset/patches/images/training_set_metastatic_roi_006_img_patch_384_768.png,3,384,768,../dataset/patches/tissue_mask/training_set_metastatic_roi_006_tissue_patch_384_768.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_006_nuclei_patch_384_768.png,[1 2 3],[13.4  0.3  0.4],168.23963890028725
training_set_metastatic_roi_004_img_patch_192_0.png,training_set_metastatic_roi_004,../dataset/patches/images/training_set_metastatic_roi_004_img_patch_192_0.png,3,192,0,../dataset/patches/tissue_mask/training_set_metastatic_roi_004_tissue_patch_192_0.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_004_nuclei_patch_192_0.png,[1 2],[33.5  1.4],168.23963890028725
training_set_metastatic_roi_043_img_patch_192_384.png,training_set_metastatic_roi_043,../dataset/patches/images/training_set_metastatic_roi_043_img_patch_192_384.png,3,192,384,../dataset/patches/tissue_mask/training_set_metastatic_roi_043_tissue_patch_192_384.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_043_nuclei_patch_192_384.png,[1],[19.3],168.23963890028725
training_set_primary_roi_038_img_patch_192_576.png,training_set_primary_roi_038,../dataset/patches/images/training_set_primary_roi_038_img_patch_192_576.png,3,192,576,../dataset/patches/tissue_mask/training_set_primary_roi_038_tissue_patch_192_576.png,../dataset/patches/nuclei_mask/training_set_primary_roi_038_nuclei_patch_192_576.png,[1 2 3],[15.9  0.4  2.2],168.23963890028725
training_set_primary_roi_098_img_patch_768_768.png,training_set_primary_roi_098,../dataset/patches/images/training_set_primary_roi_098_img_patch_768_768.png,3,768,768,../dataset/patches/tissue_mask/training_set_primary_roi_098_tissue_patch_768_768.png,../dataset/patches/nuclei_mask/training_set_primary_roi_098_nuclei_patch_768_768.png,[1],[15.9],168.23963890028725
training_set_primary_roi_036_img_patch_384_192.png,training_set_primary_roi_036,../dataset/patches/images/training_set_primary_roi_036_img_patch_384_192.png,4,384,192,../dataset/patches/tissue_mask/training_set_primary_roi_036_tissue_patch_384_192.png,../dataset/patches/nuclei_mask/training_set_primary_roi_036_nuclei_patch_384_192.png,[1 3],[11.9 12.6],1443.6619718309855
training_set_primary_roi_013_img_patch_384_384.png,training_set_primary_roi_013,../dataset/patches/images/training_set_primary_roi_013_img_patch_384_384.png,2,384,384,../dataset/patches/tissue_mask/training_set_primary_roi_013_tissue_patch_384_384.png,../dataset/patches/nuclei_mask/training_set_primary_roi_013_nuclei_patch_384_384.png,[2 3],[5.1 8. ],687.9194630872485
training_set_primary_roi_059_img_patch_384_768.png,training_set_primary_roi_059,../dataset/patches/images/training_set_primary_roi_059_img_patch_384_768.png,3,384,768,../dataset/patches/tissue_mask/training_set_primary_roi_059_tissue_patch_384_768.png,../dataset/patches/nuclei_mask/training_set_primary_roi_059_nuclei_patch_384_768.png,[1 2 3],[28.8  0.9  0.2],168.23963890028725
training_set_primary_roi_101_img_patch_384_384.png,training_set_primary_roi_101,../dataset/patches/images/training_set_primary_roi_101_img_patch_384_384.png,3,384,384,../dataset/patches/tissue_mask/training_set_primary_roi_101_tissue_patch_384_384.png,../dataset/patches/nuclei_mask/training_set_primary_roi_101_nuclei_patch_384_384.png,[1 2 3],[15.9  0.4  0. ],168.23963890028725
training_set_primary_roi_058_img_patch_576_384.png,training_set_primary_roi_058,../dataset/patches/images/training_set_primary_roi_058_img_patch_576_384.png,1,576,384,../dataset/patches/tissue_mask/training_set_primary_roi_058_tissue_patch_576_384.png,../dataset/patches/nuclei_mask/training_set_primary_roi_058_nuclei_patch_576_384.png,[1 2 3],[0.5 5.5 5.5],584.8787446504992
training_set_metastatic_roi_077_img_patch_192_576.png,training_set_metastatic_roi_077,../dataset/patches/images/training_set_metastatic_roi_077_img_patch_192_576.png,3,192,576,../dataset/patches/tissue_mask/training_set_metastatic_roi_077_tissue_patch_192_576.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_077_nuclei_patch_192_576.png,[1],[18.5],168.23963890028725
training_set_metastatic_roi_054_img_patch_384_576.png,training_set_metastatic_roi_054,../dataset/patches/images/training_set_metastatic_roi_054_img_patch_384_576.png,3,384,576,../dataset/patches/tissue_mask/training_set_metastatic_roi_054_tissue_patch_384_576.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_054_nuclei_patch_384_576.png,[1],[24.7],168.23963890028725
training_set_metastatic_roi_082_img_patch_384_576.png,training_set_metastatic_roi_082,../dataset/patches/images/training_set_metastatic_roi_082_img_patch_384_576.png,3,384,576,../dataset/patches/tissue_mask/training_set_metastatic_roi_082_tissue_patch_384_576.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_082_nuclei_patch_384_576.png,[1 3],[13.3  0.1],168.23963890028725
training_set_primary_roi_006_img_patch_192_576.png,training_set_primary_roi_006,../dataset/patches/images/training_set_primary_roi_006_img_patch_192_576.png,1,192,576,../dataset/patches/tissue_mask/training_set_primary_roi_006_tissue_patch_192_576.png,../dataset/patches/nuclei_mask/training_set_primary_roi_006_nuclei_patch_192_576.png,[1 2 3],[1.6 5.6 4.1],584.8787446504992
training_set_primary_roi_009_img_patch_0_0.png,training_set_primary_roi_009,../dataset/patches/images/training_set_primary_roi_009_img_patch_0_0.png,3,0,0,../dataset/patches/tissue_mask/training_set_primary_roi_009_tissue_patch_0_0.png,../dataset/patches/nuclei_mask/training_set_primary_roi_009_nuclei_patch_0_0.png,[1 2],[23.4  4.6],168.23963890028725
training_set_primary_roi_031_img_patch_768_576.png,training_set_primary_roi_031,../dataset/patches/images/training_set_primary_roi_031_img_patch_768_576.png,1,768,576,../dataset/patches/tissue_mask/training_set_primary_roi_031_tissue_patch_768_576.png,../dataset/patches/nuclei_mask/training_set_primary_roi_031_nuclei_patch_768_576.png,[1 2 3],[3.5 0.4 7. ],584.8787446504992
training_set_primary_roi_101_img_patch_192_192.png,training_set_primary_roi_101,../dataset/patches/images/training_set_primary_roi_101_img_patch_192_192.png,4,192,192,../dataset/patches/tissue_mask/training_set_primary_roi_101_tissue_patch_192_192.png,../dataset/patches/nuclei_mask/training_set_primary_roi_101_nuclei_patch_192_192.png,[1 3],[ 1.8 13.1],1443.6619718309855
training_set_metastatic_roi_063_img_patch_0_768.png,training_set_metastatic_roi_063,../dataset/patches/images/training_set_metastatic_roi_063_img_patch_0_768.png,3,0,768,../dataset/patches/tissue_mask/training_set_metastatic_roi_063_tissue_patch_0_768.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_063_nuclei_patch_0_768.png,[1 3],[20.   1.7],168.23963890028725
training_set_primary_roi_089_img_patch_384_192.png,training_set_primary_roi_089,../dataset/patches/images/training_set_primary_roi_089_img_patch_384_192.png,4,384,192,../dataset/patches/tissue_mask/training_set_primary_roi_089_tissue_patch_384_192.png,../dataset/patches/nuclei_mask/training_set_primary_roi_089_nuclei_patch_384_192.png,[1 3],[6.8 5.9],1443.6619718309855
training_set_primary_roi_049_img_patch_768_576.png,training_set_primary_roi_049,../dataset/patches/images/training_set_primary_roi_049_img_patch_768_576.png,2,768,576,../dataset/patches/tissue_mask/training_set_primary_roi_049_tissue_patch_768_576.png,../dataset/patches/nuclei_mask/training_set_primary_roi_049_nuclei_patch_768_576.png,[1 2 3],[19.   0.7  5.2],687.9194630872485
training_set_metastatic_roi_023_img_patch_768_768.png,training_set_metastatic_roi_023,../dataset/patches/images/training_set_metastatic_roi_023_img_patch_768_768.png,3,768,768,../dataset/patches/tissue_mask/training_set_metastatic_roi_023_tissue_patch_768_768.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_023_nuclei_patch_768_768.png,[1 3],[39.5  1.3],168.23963890028725
training_set_primary_roi_096_img_patch_768_0.png,training_set_primary_roi_096,../dataset/patches/images/training_set_primary_roi_096_img_patch_768_0.png,2,768,0,../dataset/patches/tissue_mask/training_set_primary_roi_096_tissue_patch_768_0.png,../dataset/patches/nuclei_mask/training_set_primary_roi_096_nuclei_patch_768_0.png,[1 2 3],[ 7.  13.5  7.8],687.9194630872485
training_set_primary_roi_092_img_patch_192_0.png,training_set_primary_roi_092,../dataset/patches/images/training_set_primary_roi_092_img_patch_192_0.png,3,192,0,../dataset/patches/tissue_mask/training_set_primary_roi_092_tissue_patch_192_0.png,../dataset/patches/nuclei_mask/training_set_primary_roi_092_nuclei_patch_192_0.png,[1],[24.9],168.23963890028725
training_set_metastatic_roi_102_img_patch_384_0.png,training_set_metastatic_roi_102,../dataset/patches/images/training_set_metastatic_roi_102_img_patch_384_0.png,5,384,0,../dataset/patches/tissue_mask/training_set_metastatic_roi_102_tissue_patch_384_0.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_102_nuclei_patch_384_0.png,[1 3],[ 6.1 10.1],5061.728395061728
training_set_primary_roi_008_img_patch_576_576.png,training_set_primary_roi_008,../dataset/patches/images/training_set_primary_roi_008_img_patch_576_576.png,3,576,576,../dataset/patches/tissue_mask/training_set_primary_roi_008_tissue_patch_576_576.png,../dataset/patches/nuclei_mask/training_set_primary_roi_008_nuclei_patch_576_576.png,[1],[36.8],168.23963890028725
training_set_metastatic_roi_063_img_patch_384_576.png,training_set_metastatic_roi_063,../dataset/patches/images/training_set_metastatic_roi_063_img_patch_384_576.png,3,384,576,../dataset/patches/tissue_mask/training_set_metastatic_roi_063_tissue_patch_384_576.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_063_nuclei_patch_384_576.png,[1],[26.9],168.23963890028725
training_set_metastatic_roi_083_img_patch_576_192.png,training_set_metastatic_roi_083,../dataset/patches/images/training_set_metastatic_roi_083_img_patch_576_192.png,3,576,192,../dataset/patches/tissue_mask/training_set_metastatic_roi_083_tissue_patch_576_192.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_083_nuclei_patch_576_192.png,[1 3],[15.4  0.1],168.23963890028725
training_set_primary_roi_065_img_patch_192_192.png,training_set_primary_roi_065,../dataset/patches/images/training_set_primary_roi_065_img_patch_192_192.png,3,192,192,../dataset/patches/tissue_mask/training_set_primary_roi_065_tissue_patch_192_192.png,../dataset/patches/nuclei_mask/training_set_primary_roi_065_nuclei_patch_192_192.png,[1 2 3],[24.5  0.2  1.9],168.23963890028725
