filename;slide_name;path;class;x_coord;y_coord;tissue_mask;nuclei_mask
training_set_metastatic_roi_005_img_patch_448_0.png;training_set_metastatic_roi_005;../dataset/patches2/images/training_set_metastatic_roi_005_img_patch_448_0.png;metastatic;448.0;0.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_005_tissue_patch_448_0.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_005_nuclei_patch_448_0.png
training_set_primary_roi_037_img_patch_448_448.png;training_set_primary_roi_037;../dataset/patches2/images/training_set_primary_roi_037_img_patch_448_448.png;primary;448.0;448.0;../dataset/patches2/tissue_mask/training_set_primary_roi_037_tissue_patch_448_448.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_037_nuclei_patch_448_448.png
training_set_primary_roi_085_img_patch_0_448.png;training_set_primary_roi_085;../dataset/patches2/images/training_set_primary_roi_085_img_patch_0_448.png;primary;0.0;448.0;../dataset/patches2/tissue_mask/training_set_primary_roi_085_tissue_patch_0_448.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_085_nuclei_patch_0_448.png
training_set_metastatic_roi_069_img_patch_448_0.png;training_set_metastatic_roi_069;../dataset/patches2/images/training_set_metastatic_roi_069_img_patch_448_0.png;metastatic;448.0;0.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_069_tissue_patch_448_0.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_069_nuclei_patch_448_0.png
training_set_primary_roi_083_img_patch_448_448.png;training_set_primary_roi_083;../dataset/patches2/images/training_set_primary_roi_083_img_patch_448_448.png;primary;448.0;448.0;../dataset/patches2/tissue_mask/training_set_primary_roi_083_tissue_patch_448_448.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_083_nuclei_patch_448_448.png
training_set_primary_roi_009_img_patch_0_0.png;training_set_primary_roi_009;../dataset/patches2/images/training_set_primary_roi_009_img_patch_0_0.png;primary;0.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_009_tissue_patch_0_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_009_nuclei_patch_0_0.png
training_set_metastatic_roi_078_img_patch_0_448.png;training_set_metastatic_roi_078;../dataset/patches2/images/training_set_metastatic_roi_078_img_patch_0_448.png;metastatic;0.0;448.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_078_tissue_patch_0_448.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_078_nuclei_patch_0_448.png
training_set_primary_roi_071_img_patch_448_0.png;training_set_primary_roi_071;../dataset/patches2/images/training_set_primary_roi_071_img_patch_448_0.png;primary;448.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_071_tissue_patch_448_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_071_nuclei_patch_448_0.png
training_set_metastatic_roi_075_img_patch_448_448.png;training_set_metastatic_roi_075;../dataset/patches2/images/training_set_metastatic_roi_075_img_patch_448_448.png;metastatic;448.0;448.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_075_tissue_patch_448_448.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_075_nuclei_patch_448_448.png
training_set_primary_roi_093_img_patch_0_448.png;training_set_primary_roi_093;../dataset/patches2/images/training_set_primary_roi_093_img_patch_0_448.png;primary;0.0;448.0;../dataset/patches2/tissue_mask/training_set_primary_roi_093_tissue_patch_0_448.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_093_nuclei_patch_0_448.png
training_set_metastatic_roi_071_img_patch_0_0.png;training_set_metastatic_roi_071;../dataset/patches2/images/training_set_metastatic_roi_071_img_patch_0_0.png;metastatic;0.0;0.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_071_tissue_patch_0_0.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_071_nuclei_patch_0_0.png
training_set_primary_roi_083_img_patch_448_0.png;training_set_primary_roi_083;../dataset/patches2/images/training_set_primary_roi_083_img_patch_448_0.png;primary;448.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_083_tissue_patch_448_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_083_nuclei_patch_448_0.png
training_set_primary_roi_085_img_patch_0_0.png;training_set_primary_roi_085;../dataset/patches2/images/training_set_primary_roi_085_img_patch_0_0.png;primary;0.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_085_tissue_patch_0_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_085_nuclei_patch_0_0.png
training_set_primary_roi_048_img_patch_0_448.png;training_set_primary_roi_048;../dataset/patches2/images/training_set_primary_roi_048_img_patch_0_448.png;primary;0.0;448.0;../dataset/patches2/tissue_mask/training_set_primary_roi_048_tissue_patch_0_448.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_048_nuclei_patch_0_448.png
training_set_metastatic_roi_030_img_patch_0_0.png;training_set_metastatic_roi_030;../dataset/patches2/images/training_set_metastatic_roi_030_img_patch_0_0.png;metastatic;0.0;0.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_030_tissue_patch_0_0.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_030_nuclei_patch_0_0.png
training_set_primary_roi_095_img_patch_448_0.png;training_set_primary_roi_095;../dataset/patches2/images/training_set_primary_roi_095_img_patch_448_0.png;primary;448.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_095_tissue_patch_448_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_095_nuclei_patch_448_0.png
training_set_metastatic_roi_060_img_patch_0_448.png;training_set_metastatic_roi_060;../dataset/patches2/images/training_set_metastatic_roi_060_img_patch_0_448.png;metastatic;0.0;448.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_060_tissue_patch_0_448.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_060_nuclei_patch_0_448.png
training_set_primary_roi_062_img_patch_0_0.png;training_set_primary_roi_062;../dataset/patches2/images/training_set_primary_roi_062_img_patch_0_0.png;primary;0.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_062_tissue_patch_0_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_062_nuclei_patch_0_0.png
training_set_primary_roi_045_img_patch_0_0.png;training_set_primary_roi_045;../dataset/patches2/images/training_set_primary_roi_045_img_patch_0_0.png;primary;0.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_045_tissue_patch_0_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_045_nuclei_patch_0_0.png
training_set_primary_roi_055_img_patch_0_0.png;training_set_primary_roi_055;../dataset/patches2/images/training_set_primary_roi_055_img_patch_0_0.png;primary;0.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_055_tissue_patch_0_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_055_nuclei_patch_0_0.png
training_set_primary_roi_065_img_patch_0_448.png;training_set_primary_roi_065;../dataset/patches2/images/training_set_primary_roi_065_img_patch_0_448.png;primary;0.0;448.0;../dataset/patches2/tissue_mask/training_set_primary_roi_065_tissue_patch_0_448.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_065_nuclei_patch_0_448.png
training_set_primary_roi_046_img_patch_448_0.png;training_set_primary_roi_046;../dataset/patches2/images/training_set_primary_roi_046_img_patch_448_0.png;primary;448.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_046_tissue_patch_448_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_046_nuclei_patch_448_0.png
training_set_metastatic_roi_062_img_patch_448_448.png;training_set_metastatic_roi_062;../dataset/patches2/images/training_set_metastatic_roi_062_img_patch_448_448.png;metastatic;448.0;448.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_062_tissue_patch_448_448.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_062_nuclei_patch_448_448.png
training_set_metastatic_roi_085_img_patch_448_0.png;training_set_metastatic_roi_085;../dataset/patches2/images/training_set_metastatic_roi_085_img_patch_448_0.png;metastatic;448.0;0.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_085_tissue_patch_448_0.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_085_nuclei_patch_448_0.png
training_set_metastatic_roi_067_img_patch_448_0.png;training_set_metastatic_roi_067;../dataset/patches2/images/training_set_metastatic_roi_067_img_patch_448_0.png;metastatic;448.0;0.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_067_tissue_patch_448_0.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_067_nuclei_patch_448_0.png
training_set_primary_roi_028_img_patch_448_448.png;training_set_primary_roi_028;../dataset/patches2/images/training_set_primary_roi_028_img_patch_448_448.png;primary;448.0;448.0;../dataset/patches2/tissue_mask/training_set_primary_roi_028_tissue_patch_448_448.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_028_nuclei_patch_448_448.png
training_set_metastatic_roi_042_img_patch_0_0.png;training_set_metastatic_roi_042;../dataset/patches2/images/training_set_metastatic_roi_042_img_patch_0_0.png;metastatic;0.0;0.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_042_tissue_patch_0_0.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_042_nuclei_patch_0_0.png
training_set_metastatic_roi_065_img_patch_0_448.png;training_set_metastatic_roi_065;../dataset/patches2/images/training_set_metastatic_roi_065_img_patch_0_448.png;metastatic;0.0;448.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_065_tissue_patch_0_448.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_065_nuclei_patch_0_448.png
training_set_metastatic_roi_008_img_patch_448_0.png;training_set_metastatic_roi_008;../dataset/patches2/images/training_set_metastatic_roi_008_img_patch_448_0.png;metastatic;448.0;0.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_008_tissue_patch_448_0.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_008_nuclei_patch_448_0.png
training_set_metastatic_roi_066_img_patch_448_448.png;training_set_metastatic_roi_066;../dataset/patches2/images/training_set_metastatic_roi_066_img_patch_448_448.png;metastatic;448.0;448.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_066_tissue_patch_448_448.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_066_nuclei_patch_448_448.png
training_set_primary_roi_002_img_patch_448_448.png;training_set_primary_roi_002;../dataset/patches2/images/training_set_primary_roi_002_img_patch_448_448.png;primary;448.0;448.0;../dataset/patches2/tissue_mask/training_set_primary_roi_002_tissue_patch_448_448.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_002_nuclei_patch_448_448.png
training_set_metastatic_roi_065_img_patch_0_0.png;training_set_metastatic_roi_065;../dataset/patches2/images/training_set_metastatic_roi_065_img_patch_0_0.png;metastatic;0.0;0.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_065_tissue_patch_0_0.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_065_nuclei_patch_0_0.png
training_set_primary_roi_048_img_patch_0_0.png;training_set_primary_roi_048;../dataset/patches2/images/training_set_primary_roi_048_img_patch_0_0.png;primary;0.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_048_tissue_patch_0_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_048_nuclei_patch_0_0.png
training_set_primary_roi_012_img_patch_0_448.png;training_set_primary_roi_012;../dataset/patches2/images/training_set_primary_roi_012_img_patch_0_448.png;primary;0.0;448.0;../dataset/patches2/tissue_mask/training_set_primary_roi_012_tissue_patch_0_448.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_012_nuclei_patch_0_448.png
training_set_metastatic_roi_003_img_patch_448_0.png;training_set_metastatic_roi_003;../dataset/patches2/images/training_set_metastatic_roi_003_img_patch_448_0.png;metastatic;448.0;0.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_003_tissue_patch_448_0.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_003_nuclei_patch_448_0.png
training_set_metastatic_roi_008_img_patch_448_448.png;training_set_metastatic_roi_008;../dataset/patches2/images/training_set_metastatic_roi_008_img_patch_448_448.png;metastatic;448.0;448.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_008_tissue_patch_448_448.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_008_nuclei_patch_448_448.png
training_set_metastatic_roi_041_img_patch_0_0.png;training_set_metastatic_roi_041;../dataset/patches2/images/training_set_metastatic_roi_041_img_patch_0_0.png;metastatic;0.0;0.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_041_tissue_patch_0_0.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_041_nuclei_patch_0_0.png
training_set_primary_roi_091_img_patch_0_0.png;training_set_primary_roi_091;../dataset/patches2/images/training_set_primary_roi_091_img_patch_0_0.png;primary;0.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_091_tissue_patch_0_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_091_nuclei_patch_0_0.png
training_set_metastatic_roi_091_img_patch_448_448.png;training_set_metastatic_roi_091;../dataset/patches2/images/training_set_metastatic_roi_091_img_patch_448_448.png;metastatic;448.0;448.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_091_tissue_patch_448_448.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_091_nuclei_patch_448_448.png
training_set_metastatic_roi_051_img_patch_0_448.png;training_set_metastatic_roi_051;../dataset/patches2/images/training_set_metastatic_roi_051_img_patch_0_448.png;metastatic;0.0;448.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_051_tissue_patch_0_448.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_051_nuclei_patch_0_448.png
training_set_metastatic_roi_089_img_patch_448_0.png;training_set_metastatic_roi_089;../dataset/patches2/images/training_set_metastatic_roi_089_img_patch_448_0.png;metastatic;448.0;0.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_089_tissue_patch_448_0.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_089_nuclei_patch_448_0.png
training_set_primary_roi_101_img_patch_448_448.png;training_set_primary_roi_101;../dataset/patches2/images/training_set_primary_roi_101_img_patch_448_448.png;primary;448.0;448.0;../dataset/patches2/tissue_mask/training_set_primary_roi_101_tissue_patch_448_448.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_101_nuclei_patch_448_448.png
training_set_metastatic_roi_039_img_patch_448_0.png;training_set_metastatic_roi_039;../dataset/patches2/images/training_set_metastatic_roi_039_img_patch_448_0.png;metastatic;448.0;0.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_039_tissue_patch_448_0.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_039_nuclei_patch_448_0.png
training_set_metastatic_roi_100_img_patch_448_448.png;training_set_metastatic_roi_100;../dataset/patches2/images/training_set_metastatic_roi_100_img_patch_448_448.png;metastatic;448.0;448.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_100_tissue_patch_448_448.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_100_nuclei_patch_448_448.png
training_set_metastatic_roi_001_img_patch_448_448.png;training_set_metastatic_roi_001;../dataset/patches2/images/training_set_metastatic_roi_001_img_patch_448_448.png;metastatic;448.0;448.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_001_tissue_patch_448_448.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_001_nuclei_patch_448_448.png
training_set_primary_roi_082_img_patch_0_0.png;training_set_primary_roi_082;../dataset/patches2/images/training_set_primary_roi_082_img_patch_0_0.png;primary;0.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_082_tissue_patch_0_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_082_nuclei_patch_0_0.png
training_set_metastatic_roi_064_img_patch_448_448.png;training_set_metastatic_roi_064;../dataset/patches2/images/training_set_metastatic_roi_064_img_patch_448_448.png;metastatic;448.0;448.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_064_tissue_patch_448_448.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_064_nuclei_patch_448_448.png
training_set_primary_roi_074_img_patch_0_0.png;training_set_primary_roi_074;../dataset/patches2/images/training_set_primary_roi_074_img_patch_0_0.png;primary;0.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_074_tissue_patch_0_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_074_nuclei_patch_0_0.png
training_set_primary_roi_039_img_patch_448_448.png;training_set_primary_roi_039;../dataset/patches2/images/training_set_primary_roi_039_img_patch_448_448.png;primary;448.0;448.0;../dataset/patches2/tissue_mask/training_set_primary_roi_039_tissue_patch_448_448.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_039_nuclei_patch_448_448.png
training_set_primary_roi_071_img_patch_0_0.png;training_set_primary_roi_071;../dataset/patches2/images/training_set_primary_roi_071_img_patch_0_0.png;primary;0.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_071_tissue_patch_0_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_071_nuclei_patch_0_0.png
training_set_metastatic_roi_068_img_patch_0_448.png;training_set_metastatic_roi_068;../dataset/patches2/images/training_set_metastatic_roi_068_img_patch_0_448.png;metastatic;0.0;448.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_068_tissue_patch_0_448.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_068_nuclei_patch_0_448.png
training_set_metastatic_roi_092_img_patch_0_0.png;training_set_metastatic_roi_092;../dataset/patches2/images/training_set_metastatic_roi_092_img_patch_0_0.png;metastatic;0.0;0.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_092_tissue_patch_0_0.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_092_nuclei_patch_0_0.png
training_set_metastatic_roi_061_img_patch_0_0.png;training_set_metastatic_roi_061;../dataset/patches2/images/training_set_metastatic_roi_061_img_patch_0_0.png;metastatic;0.0;0.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_061_tissue_patch_0_0.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_061_nuclei_patch_0_0.png
training_set_primary_roi_079_img_patch_448_0.png;training_set_primary_roi_079;../dataset/patches2/images/training_set_primary_roi_079_img_patch_448_0.png;primary;448.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_079_tissue_patch_448_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_079_nuclei_patch_448_0.png
training_set_metastatic_roi_038_img_patch_448_0.png;training_set_metastatic_roi_038;../dataset/patches2/images/training_set_metastatic_roi_038_img_patch_448_0.png;metastatic;448.0;0.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_038_tissue_patch_448_0.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_038_nuclei_patch_448_0.png
training_set_metastatic_roi_037_img_patch_448_448.png;training_set_metastatic_roi_037;../dataset/patches2/images/training_set_metastatic_roi_037_img_patch_448_448.png;metastatic;448.0;448.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_037_tissue_patch_448_448.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_037_nuclei_patch_448_448.png
training_set_primary_roi_067_img_patch_0_0.png;training_set_primary_roi_067;../dataset/patches2/images/training_set_primary_roi_067_img_patch_0_0.png;primary;0.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_067_tissue_patch_0_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_067_nuclei_patch_0_0.png
training_set_primary_roi_036_img_patch_448_448.png;training_set_primary_roi_036;../dataset/patches2/images/training_set_primary_roi_036_img_patch_448_448.png;primary;448.0;448.0;../dataset/patches2/tissue_mask/training_set_primary_roi_036_tissue_patch_448_448.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_036_nuclei_patch_448_448.png
training_set_primary_roi_014_img_patch_0_448.png;training_set_primary_roi_014;../dataset/patches2/images/training_set_primary_roi_014_img_patch_0_448.png;primary;0.0;448.0;../dataset/patches2/tissue_mask/training_set_primary_roi_014_tissue_patch_0_448.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_014_nuclei_patch_0_448.png
training_set_primary_roi_038_img_patch_0_0.png;training_set_primary_roi_038;../dataset/patches2/images/training_set_primary_roi_038_img_patch_0_0.png;primary;0.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_038_tissue_patch_0_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_038_nuclei_patch_0_0.png
training_set_metastatic_roi_062_img_patch_448_0.png;training_set_metastatic_roi_062;../dataset/patches2/images/training_set_metastatic_roi_062_img_patch_448_0.png;metastatic;448.0;0.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_062_tissue_patch_448_0.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_062_nuclei_patch_448_0.png
training_set_primary_roi_051_img_patch_448_0.png;training_set_primary_roi_051;../dataset/patches2/images/training_set_primary_roi_051_img_patch_448_0.png;primary;448.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_051_tissue_patch_448_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_051_nuclei_patch_448_0.png
training_set_primary_roi_004_img_patch_0_0.png;training_set_primary_roi_004;../dataset/patches2/images/training_set_primary_roi_004_img_patch_0_0.png;primary;0.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_004_tissue_patch_0_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_004_nuclei_patch_0_0.png
training_set_primary_roi_008_img_patch_448_0.png;training_set_primary_roi_008;../dataset/patches2/images/training_set_primary_roi_008_img_patch_448_0.png;primary;448.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_008_tissue_patch_448_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_008_nuclei_patch_448_0.png
training_set_metastatic_roi_101_img_patch_448_0.png;training_set_metastatic_roi_101;../dataset/patches2/images/training_set_metastatic_roi_101_img_patch_448_0.png;metastatic;448.0;0.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_101_tissue_patch_448_0.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_101_nuclei_patch_448_0.png
training_set_primary_roi_090_img_patch_448_0.png;training_set_primary_roi_090;../dataset/patches2/images/training_set_primary_roi_090_img_patch_448_0.png;primary;448.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_090_tissue_patch_448_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_090_nuclei_patch_448_0.png
training_set_primary_roi_097_img_patch_448_448.png;training_set_primary_roi_097;../dataset/patches2/images/training_set_primary_roi_097_img_patch_448_448.png;primary;448.0;448.0;../dataset/patches2/tissue_mask/training_set_primary_roi_097_tissue_patch_448_448.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_097_nuclei_patch_448_448.png
training_set_metastatic_roi_027_img_patch_448_448.png;training_set_metastatic_roi_027;../dataset/patches2/images/training_set_metastatic_roi_027_img_patch_448_448.png;metastatic;448.0;448.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_027_tissue_patch_448_448.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_027_nuclei_patch_448_448.png
training_set_primary_roi_028_img_patch_448_0.png;training_set_primary_roi_028;../dataset/patches2/images/training_set_primary_roi_028_img_patch_448_0.png;primary;448.0;0.0;../dataset/patches2/tissue_mask/training_set_primary_roi_028_tissue_patch_448_0.png;../dataset/patches2/nuclei_mask/training_set_primary_roi_028_nuclei_patch_448_0.png
training_set_metastatic_roi_103_img_patch_0_0.png;training_set_metastatic_roi_103;../dataset/patches2/images/training_set_metastatic_roi_103_img_patch_0_0.png;metastatic;0.0;0.0;../dataset/patches2/tissue_mask/training_set_metastatic_roi_103_tissue_patch_0_0.png;../dataset/patches2/nuclei_mask/training_set_metastatic_roi_103_nuclei_patch_0_0.png
